type,value,context,confidence,source
sha256,dc4f25b2247cfdd6fc96848db30a178baa4419a4c854e86e315b465836102d14,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,3878dd5c8eba1e5b53ab2e07e7b5482e95a3fd3e98268bcd7861318bc9902376,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,9b9e0e5a1eb469b8d20dc23351e08ff5d5731e1cedce0ddee9bbd00a76217f13,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,57bdab2ba4b05ec0338c06632599393d5b14227f31a43fe950ea8fdd47428715,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,b8d247fd1fb85d24a17afeec3815906dfbcdc5359647910b4a153900ec999a0f,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,5e225ea2648a8cba0fd94ec7fd8ce5315f5d0cc2922bafc9db3c8c41280e917c,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,d5cf7315186a78ab6a7475c338bdf101bc6461930aaa7a012a02cf93f347c207,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,dd0fc1a88180fde8367bec7086f99294f36b8332f12994293139ed532d2ebbac,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,5c3f190571645c4641dcff2c07a4c3ab9acad06aa9607350a385729d8d6139f1,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,323c3a91be60ebc3e06e942bad04899a15911cea23269e43d07829164b2ce5d4,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,880425fee707e9f42e0b8d60119ed639b1ad506ea29877d126bdebce379cd229,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,e5d2de8ae98579bfb940290f60e59a502b3065345aaf765456387989c0488b20,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,2e0e43776e2e1a37d882a1b2ebb7d337ee88950177e43831dae645a367824feb,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,b5969636eec376ad6c3ece2202b1722219955638e09b6f96d4cfc0598d3b1890,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,1660536f448b8b9f086ce9ea3ce4e9deefc59a76711ea53ee6d8f08fc8c1bb99,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,65feba2c971c214e71303ad2e0fbf62b45ebcaa784cbf3d0dab62786cb4c0469,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,53ac2b231c23d41234e55b1f7ed89f86234f785adbbe820959655d7b019d7df9,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,33c10b77e1da9f0679023d55fb3057879d15609db9c1d46ee5c3ff1240a3d052,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,5faea1650cac0f3ffd2dc1fb220182095a46e34158967d37c2a942e85e2ca97b,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,62d4ec87ed21f0d15cb769b0b2a5577cab41fc2cdb1e7e796c5bdff09264dd9a,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,534a4a5bff2609a2d6e088cb87465c08c2d69c6aaa7d2ffcbcd491274b8505f1,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,5eab4c61baa67ae2838a36c2e6ff0476a8f2117b96a7027b830c8cb46ce78efc,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,0af4c52a1d13e4132a1843ce7727abcf0ddd4d1ca6a4b17cdf599ec3f355c241,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,d4861088161fc72b9922abf933b4ea664a807105ec1eab4a173253aa60bfe6d7,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,3d296af7f29c0425655bd1cc0be48fe4aba52ee6760a89e805ca2589f4ef4d77,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,f235d2e044c2f7814e6bbcd835b9fd9f10f227dacfb9396185ec2013e7df4db4,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,4130f49fa81a699a667cafdbd6d1f6e781edd686c947eb8ae27134f6dc2c43d7,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,0a8555a71868749be8c905ed53296ce335af50a9262772b5e154ad3f9c35c2e4,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,5dbfa033676b5caacfae902734ce462cd871181eefbe299250ca8ac7e139719e,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,20fcba222f74dd68aaeb1f0ad30cdf702a828ee164a182b30d05d600c35b72d9,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,912adea5339c73cb4a777a3e9f98bf3cb08da6622c9dd3b4cc9b083cb03d10a2,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,03926e3da998f32ad898b640bd15cf145768f9e849e6f18d81350234254c424e,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,16971f9706d70ac4925651c7c8719b9d77aff63e4c0a618129efc32c2c46b989,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,6917c0f9eafefe42e33e791b75a7e503ff8b081bc10a98449e4076787dfc6c16,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,c7c9bfa9ffcd8fb6a2afe656f510c406ddc58ebff48ce1d0fd3fad951b46a36e,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,b9fe48bda9a6c8787981a24f8bbc723a6f6aa80cab5fa53481937382f3c6ce85,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,f3fbf4481f30fd840f35568746f54be49eb92b2c9ac95597a7760abb171cb54b,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,6366d59b573d50fd23ff650923c4a8c1c918518a02d0a56f12c23533c45f439d,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,3fcaa3038e365b6ab0b121e2cd319c56b74e37381943a0da0e8dce407087cdb8,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,bf70c6f3a8e913f526ec57eeec50e1306f7b34b037915b7a1cf2968cc46acc58,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,0352f3e338261d98895df4c7b7a76b296485b2290c72bce56603351d167d0601,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,52b871429833e1dee348263844efb531f6a3fcd321f88dc8a876caaee912cedd,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,5db2ce9acd50f96d566e8d139f6490abf2bbf7a9293b876eeb4598fd2c37c515,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,3169a6dbcce684e2c5a2f166996b58ffa673df6e58b8edf2bdf3e66271c8c69e,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,d871d76171504597bbda387689e12e7a5e354c360ff135f4df231cec68c761af,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,d1f963b88672f3676a7da1580262ba0d4f367cc57a94b551754c20f77a670c43,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,76d9e2a2ff313f5b91cc67aab1127122baee1c3efbae1087e58a25bc5f1eb065,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,8c104da0e66ef6384663309aaf8fb49f549f2785d835eec620b265f8aa11d9f0,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,c494c878e28284539419612616d964ab9224cbe27e57f42293d91d02d684e3db,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,08701ed7975bf4f5688c2724d27ab497764200ad6f4dc53d3cc03b170378ced0,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,0a8cae96e25e85c612b0736fe886f9b124ad70ec425bc2ec1a8a4135b25436ba,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,8459ff264a2c81c68a34c4ee6bc109d141ad28b96037d34ff112322a4c853739,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,68445a37a9943a267a8b2100fba2678353d6ec88844505ccbba659e586c7a105,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,29686c933cec1e274467e2dae264625ae6f754824bb7f550bc9c3131f625562c,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,d973ad5a80c3d7468a9c392db4166857ed32b5d61cd6755766ba8922156dada3,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,f5a57dfae488d9dfe260b32460a1d947fb5af58ceaf2fb0139bc08b4bb79a966,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,2ebc1b6cf543e2cb3f22d9a5b54b6676bb71dde98df7532f8791297734e44fdd,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,6dbd507ca7cecea861f9cf704b3c5c37f5bd5392886a8c2562088892b7703fa5,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,89f0a67bc595ab8bce02c2f95f9292ad06e1868207e809c76bd16f0cab800c06,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,d81201d0fc19977e51104438a5b9cba861f4da20cea3ae9183edf16ab11d98f8,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,9d52cb4febf3342c34dcc8198dcaf453458be3699ab47dc08616aa7f18daa7fa,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,9a927c37a31b80975c5c5467f112b61478c9493c046281046443525358a5acb0,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,6cda1e81667f869940401f05a55c8dea94dbdf3ceffb93b5f320a6462cfea44d,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,745538dea8ed9aec4466e67a9d0aecf9e7026ff16a792d1d6f306e8b67d3f34c,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
sha256,13acadb3541e75af50e02d5be56c2238b93d8f154ce5514be1558e6ee59a1432,"DOGLEASH backdoor variant",high,Cisco Talos UAT-7810 (2026-07-07)
note,"Snort SIDs published by Talos: 66433, 66432, 66430, 66431, 301493. ClamAV: Unix.Backdoor.Agent-10059997-1 and family (mips32/armv7 variants), Java.Backdoor.Agent-10060000-0.",,high,Cisco Talos UAT-7810 (2026-07-07)
