type,value,context,confidence,source
ipv4,198.13.159.44,Mistic/Woodgnat network indicator (C2 or delivery),high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
ipv4,199.91.221.42,Mistic/Woodgnat network indicator (C2 or delivery),high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
url,hxxp://thomphon.com/update.msi,Mistic MSI delivery URL served after ClickFix paste-and-run,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,thomphon.com,Mistic delivery domain (update.msi host),high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,authorized-logins.net,Mistic/Woodgnat C2 domain (mail/php/sss/mail subdomains observed),high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,mail.authorized-logins.net,Mistic/Woodgnat C2 subdomain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,php.authorized-logins.net,Mistic/Woodgnat C2 subdomain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,sss.authorized-logins.net,Mistic/Woodgnat C2 subdomain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,updater-worelos.com,Mistic/Woodgnat C2 domain (mails/defs subdomains observed),high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,mails.updater-worelos.com,Mistic/Woodgnat C2 subdomain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,defs.updater-worelos.com,Mistic/Woodgnat C2 subdomain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,upd-domain-goloro.com,Mistic/Woodgnat C2 domain (mailes/ftps subdomains observed),high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,mailes.upd-domain-goloro.com,Mistic/Woodgnat C2 subdomain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,ftps.upd-domain-goloro.com,Mistic/Woodgnat C2 subdomain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,upscale-kolo.com,Mistic/Woodgnat C2 domain (nano subdomain observed),high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,nano.upscale-kolo.com,Mistic/Woodgnat C2 subdomain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,sql-updater-service.com,Mistic/Woodgnat C2 or delivery domain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,rotoa-upda-lo.com,Mistic/Woodgnat C2 or delivery domain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,update.update-fall.com,Mistic/Woodgnat C2 or delivery domain,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,carrolc.com,Mistic/Woodgnat network indicator (likely typosquat lure/delivery),medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,cwrtwright.com,Mistic/Woodgnat network indicator (likely typosquat lure/delivery),medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,mueleer.com,Mistic/Woodgnat network indicator (likely typosquat lure/delivery),medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,oeannon.com,Mistic/Woodgnat network indicator (likely typosquat lure/delivery),medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,grande-luna.top,Mistic/Woodgnat network indicator (.top lure/staging),medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,human-check.top,Mistic/Woodgnat lure domain (fake CAPTCHA / human-verification ClickFix theme),medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,b6w9m2z5x8q1v3k.top,ModeloRAT DGA C2 candidate (weekly-rotating algorithmically-generated .top),medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,cj06y9v4xab.com,ModeloRAT DGA C2 candidate (algorithmically-generated),medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,w3xasv14culvnqj.top,ModeloRAT DGA C2 candidate (weekly-rotating algorithmically-generated .top),medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
string,EndpointDlp.dll,Mistic backdoor DLL masquerading as Microsoft endpoint-DLP tooling name (loaded from non-System path),high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
string,MpExtMs.exe,Legitimate Microsoft binary abused as the signed sideload host for version.dll,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
string,WPy64-31401,WinPython portable distribution build abused as carrier/runtime for ModeloRAT,medium,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
regkey,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,ModeloRAT persistence Run key masquerading as AnyDesk/Splashtop/Comms,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
note,KongTuke aliases,Woodgnat = KongTuke = 404 TDS = Chaya_002 = LandUpdate808 = TAG-124; IAB active since at least May 2024,high,The Hacker News / Symantec (2026-06-25)
note,Ransomware nexus,Woodgnat/ModeloRAT access has fed Qilin Interlock Rhysida Akira 8Base and Black Basta; ModeloRAT observed in intrusions that deployed Qilin,high,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
note,Freshness,"Consolidated cross-vendor reporting published 2026-06-24/25 (Symantec, Zscaler ThreatLabz, The Hacker News); Mistic deployments observed since April 2026, ModeloRAT since Jan 2026 (Huntress CrashFix)",high,Symantec / Zscaler / THN (2026-06)
note,Network-indicator decay,C2/delivery IPs and domains listed are from 2026-06 reporting; re-validate before blocking as many rotate (DGA) or are sinkholed,medium,Prof. Ciber analyst note
