type,value,context,confidence,source
sha1,aa9218994798ae31a19d3e7e39cfac2e2ee55840,smokymo.msi SHA1 alternate hash,high,DFIR Report TB40048
domain,1rpc.io,EtherRAT smart-chain RPC resolver public service,high,DFIR Report TB40048
domain,arweave.net,TukTuk Arweave dead-drop resolver gateway,high,DFIR Report TB40048
domain,g8way.io,TukTuk Arweave alt gateway used as failover,high,DFIR Report TB40048
domain,goldsky.arweave.net,TukTuk Arweave alt gateway,medium,DFIR Report TB40048
domain,borjumaniya.store,TukTuk fallback HTTP C2 domain,high,DFIR Report TB40048
domain,vefbdzzuaadnascpeqcn.supabase.co,TukTuk Supabase tenant used as primary SaaS C2,high,DFIR Report TB40048
domain,muurfzqprzmdkzoibxaz.supabase.co,TukTuk Supabase tenant observed in a related campaign,medium,DFIR Report TB40048
domain,k135neflez.westus3.azure.clickhouse.cloud,TukTuk ClickHouse Cloud workspace used as primary SaaS C2,high,DFIR Report TB40048
domain,vngz3ntdrb.us-east1.gcp.clickhouse.cloud,TukTuk ClickHouse Cloud workspace observed in a related campaign,medium,DFIR Report TB40048
domain,ep-lively-cherry-a80bmwii.eastus2.azure.neon.tech,TukTuk Neon Postgres workspace observed in a related campaign,medium,DFIR Report TB40048
url,https://witch-skins-lip-coal.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://fields-pct-easier-vancouver.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://howto-tar-naturals-coordination.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://workshop-lighting-protective-customs.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://afford-effect-construct-tricks.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://rapids-lil-lending-charleston.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://when-architectural-cdna-faster.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://mode-exit-legendary-trusted.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://seasonal-estimation-heating-necessarily.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://entered-medications-motherboard-advanced.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
url,https://walt-messaging-affairs-occurring.trycloudflare.com,EtherRAT TryCloudflare tunnel C2 endpoint,high,DFIR Report TB40048
string,0xdf0b529043ef7a2bb9111bad26de624a326bacf9,Ethereum smart contract address used as EtherRAT C2 resolver,high,DFIR Report TB40048
string,0x5953f27F044779a3AFCd2BF56a4B712583Dd2E4e,Ethereum smart contract address used as EtherRAT C2 resolver,high,DFIR Report TB40048
string,a6278417-39f4-407e-90bf-599f74726e66,Arweave Drive-Id pointing to TukTuk encrypted configuration blob,high,DFIR Report TB40048
cve,CVE-2025-55182,React2Shell upstream initial-access vector exploited against React Server Components in Linux EtherRAT lineage,high,Sysdig December 2025
regkey,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\AppResolver,EtherRAT Run key persistence pointing at conhost headless node.exe,high,DFIR Report TB40048
path,C:\temp\netscan.exe,Softperfect Network Scanner observed at this canonical path used by many e-crime operators,medium,DFIR Report TB40048
note,,The .supabase.co and .clickhouse.cloud values may be shared SaaS infrastructure; do not push them directly to a corporate block list — alert and route to SOC review instead,,DFIR Report TB40048
note,,The IPs underlying TryCloudflare tunnels rotate every few hours; block by SNI sticky buffer not by IP,,DFIR Report TB40048
note,,EtherRAT rewrites its own JavaScript via /api/reobf/ on first C2 contact; disk-side hashes are stale and must be paired with RAM forensics,,DFIR Report TB40048
