type,value,context,confidence,source
sha1,a0c53dd42fc842d2f9276c5a1d4f9a26abe8713d,actions-cool/issues-helper imposter commit for tag v2.2.1,high,StepSecurity 2026-05-18
sha1,896379edfaac994ff214a3097c6c82e21be16066,actions-cool/issues-helper imposter commit for tag v2.2.0,high,StepSecurity 2026-05-18
sha1,9bd6ce03e0c279f347b519548b87d26699ad31c9,actions-cool/issues-helper imposter commit for tag v2.1.2,high,StepSecurity 2026-05-18
sha1,d2877f69bae9d8dcbadb06b3214ebf0789ed566e,actions-cool/issues-helper imposter commit for tag v2.1.1,high,StepSecurity 2026-05-18
sha1,601e1296a5a0853b5e109f9820151c72619e11e4,actions-cool/issues-helper imposter commit for tag v2.1.0,high,StepSecurity 2026-05-18
sha1,75fb02043af24e6f3eaf534464de338173993629,actions-cool/issues-helper imposter commit for tag v2.0.0,high,StepSecurity 2026-05-18
sha1,3480e51eec2be03a70d6fe17507413a96fe5b57d,actions-cool/issues-helper imposter commit for tag v2,high,StepSecurity 2026-05-18
sha1,67716d94ad07d7fe793cabc6f6d1ffe24f77bdf7,actions-cool/issues-helper imposter commit for tag v1.12,high,StepSecurity 2026-05-18
sha1,cd96d6518c6338f8510638bce764c7abd7194983,actions-cool/issues-helper imposter commit for tag v1.11,high,StepSecurity 2026-05-18
sha1,6a538e928b8856062de61103ed5a08f0ea0faee9,actions-cool/issues-helper imposter commit for tag v1.10,high,StepSecurity 2026-05-18
sha1,9793761b1bc3dde7ad1ccb9be6211919e20a3f01,actions-cool/issues-helper imposter commit for tag v1.9,high,StepSecurity 2026-05-18
sha1,8a64710bb8fee9f5c92eb1a816e016ed00fbcce0,actions-cool/issues-helper imposter commit for tag v1.8,high,StepSecurity 2026-05-18
sha1,710ff89debb143f6859cf8d54c0e8739224ff6c1,actions-cool/issues-helper imposter commit for tag v1.7,high,StepSecurity 2026-05-18
sha1,3904fe935f1a18fee5dbad6db46a66c9dcffde01,actions-cool/issues-helper imposter commit for tag v1.6,high,StepSecurity 2026-05-18
sha1,cfbd14ccc97afd3baa822bd231df8460e4f02f29,actions-cool/issues-helper imposter commit for tag v1.5,high,StepSecurity 2026-05-18
sha1,15dc537110a44b0625622e82b7d6ca95583f276a,actions-cool/issues-helper imposter commit for tag v1.4,high,StepSecurity 2026-05-18
sha1,e778a401e233bf0a416f3fe2a52d9039949b30a6,actions-cool/issues-helper imposter commit for tag v1.3,high,StepSecurity 2026-05-18
sha1,203671479d663755cb5bf8ffbeca6d2b685af7ae,actions-cool/issues-helper imposter commit for tag v1.2,high,StepSecurity 2026-05-18
sha1,a7156495f3403674cafe3796382bded1d9af8931,actions-cool/issues-helper imposter commit for tag v1.1,high,StepSecurity 2026-05-18
sha1,5c267592a87e92c2b005b338bd0d2724c2f64acb,actions-cool/issues-helper imposter commit for tag v1,high,StepSecurity 2026-05-18
note,"All actions-cool/maintain-one-comment tags repointed 2026-05-18T19:30:30Z to 19:31:09Z (15 tags inside 39 sec window).",high,StepSecurity 2026-05-18
sha1,7f6120bb10c870b9fde146961a18e5bf0b3d4401,actions-cool/maintain-one-comment imposter commit for tag v3.3.0,high,StepSecurity 2026-05-18
sha1,4a6ac28684e2b0c48d502b31363ec5dd72f9d7ff,actions-cool/maintain-one-comment imposter commit for tag v3.2.1,high,StepSecurity 2026-05-18
sha1,f3593fb4454aff5a6e1fb67024f94bfa48591dd5,actions-cool/maintain-one-comment imposter commit for tag v3.2.0,high,StepSecurity 2026-05-18
sha1,5d844d6b1c6a0c09a96844521bb01f149d9fe2c1,actions-cool/maintain-one-comment imposter commit for tag v3.1.1,high,StepSecurity 2026-05-18
sha1,2ab0aa3449ffe526ea64489193955d82a6848669,actions-cool/maintain-one-comment imposter commit for tag v3.1.0,high,StepSecurity 2026-05-18
sha1,c43d668894bebbeea688878ab6774fa405f22251,actions-cool/maintain-one-comment imposter commit for tag v3,high,StepSecurity 2026-05-18
sha1,93ec180e89e8fdd8525869daa5590c433b6c30fb,actions-cool/maintain-one-comment imposter commit for tag v2.0.2,high,StepSecurity 2026-05-18
sha1,cbb2ba52a811cb6152eee0607519cc5df78289b5,actions-cool/maintain-one-comment imposter commit for tag v2.0.1,high,StepSecurity 2026-05-18
sha1,99b7f41bf9e14a2a2c7cc524731336543f552178,actions-cool/maintain-one-comment imposter commit for tag v2.0.0,high,StepSecurity 2026-05-18
sha1,ef01721dfd04f9c7ff1a256292f7dceabfd08d9b,actions-cool/maintain-one-comment imposter commit for tag v2,high,StepSecurity 2026-05-18
sha1,d6622cc2415156cf4e81cf57866420479a966b3a,actions-cool/maintain-one-comment imposter commit for tag v1.2.1,high,StepSecurity 2026-05-18
sha1,74b8a9a600daf6fc6070ca0a10d840a7bb6890ae,actions-cool/maintain-one-comment imposter commit for tag v1.2.0,high,StepSecurity 2026-05-18
sha1,cae76b34894429e693e9b0d2731e7654c373ce81,actions-cool/maintain-one-comment imposter commit for tag v1.1.0,high,StepSecurity 2026-05-18
sha1,7bb44528a0869f4074cc5448601804878704963f,actions-cool/maintain-one-comment imposter commit for tag v1.0.0,high,StepSecurity 2026-05-18
sha1,8bb68050bc2a353f9d3032e2b42732a69d97499b,actions-cool/maintain-one-comment imposter commit for tag v0.0.1-wip,high,StepSecurity 2026-05-18
note,"The repo-pinning remediation: every workflow reference to actions-cool/issues-helper or actions-cool/maintain-one-comment must resolve to a full commit SHA verified clean prior to 2026-05-18T19:10:24Z. Floating tags are unsafe until the owners publish a confirmed clean rotation.",high,StepSecurity 2026-05-18
