type,value,context,confidence,source
sha1,7131B377E96016DC1911020C9F95B1B4D042D7B4,ThrottleBlood (Sent.exe) integrated into Gentlemen suite — Win64/KillAV.AT,high,ESET Research 2026-06-18
sha1,82ED942A52CDCF120A8919730E00BA37619661A3,ThrottleBlood.sys TechPowerUp LLC driver (ThrottleStop.sys) — Win64/VulnDriver.GPUZ.B,high,ESET Research 2026-06-18
sha1,F0537CBB773AE12100B36731E7C39F5A9D852B14,HavocKiller (Sophos.exe) integrated into Gentlemen suite — Win64/KillAV.DE,high,ESET Research 2026-06-18
sha1,1FA071303FB846308571E64727501FB98B1C2BE6,havoc.sys Huawei Audio vulnerable driver abused by HavocKiller — Win64/VulnDriver.Huawei.D,high,ESET Research 2026-06-18
sha1,A5CF917EC4A7DFBDFA43621398604805D860C718,OxideHarvest (buildx641.exe) Rust credential stealer — Win64/Spy.Agent.AGC,high,ESET Research 2026-06-18
sha1,D4B19141102015D436321E6F26976E98183CFD27,OxideHarvest (buildx64.exe) Rust credential stealer — Win64/Spy.Agent.AGC,high,ESET Research 2026-06-18
path,GentlemenCollection,Staging directory name used across all Gentlemen affiliate intrusions for EDR killer packages,high,ESET Research 2026-06-18
string,GentlemenCollection,Staging directory string artifact present in all observed Gentlemen deployments,high,ESET Research 2026-06-18
note,GentleKiller abused drivers: eb.sys / nseckrnl.sys / vgk.sys / stpm_old.sys / stpm_new.sys / dmx.sys / 360netmon_wfp.sys / IMFForceDelete — dropped to %TEMP% or %PROGRAMDATA% and installed as kernel service,high,ESET Research 2026-06-18
note,Enigma-protected variants have filename suffix 1 (e.g. Kasps1.exe FaceIT1.exe); Themida-protected have suffix 2; Light = no packer with fake cert; Clear = no packer no cert,high,ESET Research 2026-06-18
note,OxideHarvest config targets Chromium-based browsers (Chrome/Edge/Brave/Opera/Vivaldi) and Gecko-based (Firefox/Waterfox/PaleMoon); uses -i -u -p -t -o CLI args for multi-threaded credential harvest,high,ESET Research 2026-06-18
note,Gentlemen RaaS victimology is globally distributed with notable focus on Southeast Asia / South America / Western Europe — atypically non-US compared to peer groups; targets chosen by FortiGate misconfiguration not geography,medium,ESET Research 2026-06-18
note,Internal Rocket backend database leaked May 2026 (16.22 GB) — 9 accounts exposed including zeta88 alias hastalamuerte; 332 published victims first 5 months of 2026 — 2nd most active RaaS,high,Check Point Research 2026-05-04
note,Repo genealogy: prior Gentlemen cases — Day 1 (2026-04-28_TheGentlemen-SystemBC) and Day 19 (2026-05-15_EtherRAT-TukTuk-Gentlemen). GentleKiller EDR-killer suite not previously covered in repo,high,Internal repo cross-check 2026-06-26
