type,value,context,confidence,source
domain,datadrift[.]somee[.]com,"WebDAV-backed delivery host on Somee free shared hosting; serves the initial-access LNK disguised as a PDF",high,INDA SpearSpecter (2025-11 / 2026-07)
domain,filenest[.]info,"Stage-1 delivery / redirect domain (registered 2025-08-17 00:00 UTC, paired with cloudcaravan[.]info)",high,INDA SpearSpecter (2025-11 / 2026-07)
domain,cloudcaravan[.]info,"Redirect domain hosting the crafted page that abuses the Windows search-ms URI handler (registered 2025-08-17)",high,INDA SpearSpecter (2025-11 / 2026-07)
domain,zx3nkaavlai[.]map[.]azionedge[.]net,"TAMECAT global $C2Endpoint (Azion edge CDN front)",high,INDA SpearSpecter (2025-11 / 2026-07)
domain,filenest[.]osc-fr1[.]scalingo[.]io,"Scalingo multi-tenant PaaS staging/C2 edge linked to other APT42 operations",medium,INDA SpearSpecter (2025-11 / 2026-07)
domain,s3[.]tebi[.]io,"S3-compatible object storage host previously reported in TAMECAT activity; staging / exfil",medium,INDA SpearSpecter (2025-11 / 2026-07)
domain,prism-west-candy[.]glitch[.]me,"HISTORICAL NICECURL C2 (Google/Mandiant) shown as APT42 tradecraft comparison; NOT confirmed in this SpearSpecter incident",low,Google/Mandiant via INDA
url,hxxps://datadrift[.]somee[.]com/aoh5/,"WebDAV directory serving the malicious LNK (filename redacted in report); reached via rundll32 davclnt.dll DavSetCookie",high,INDA SpearSpecter (2025-11 / 2026-07)
url,hxxps://line[.]completely[.]workers[.]dev/aoh5,"curl download of temp.bat (TAMECAT primary loader), renamed from vgh.txt",high,INDA SpearSpecter (2025-11 / 2026-07)
url,hxxps://line[.]completely[.]workers[.]dev/aoh52,"invoke-restmethod fetch of the next TAMECAT module (UserAgent 'Chrome')",high,INDA SpearSpecter (2025-11 / 2026-07)
string,g9944pf33sbuuuspi3z2er6rqh9ermxk,"Hardcoded AES-256 key ($global:EncryptionKey) used to encrypt all TAMECAT C2 traffic",high,INDA SpearSpecter (2025-11 / 2026-07)
string,Sec-Host,"Custom HTTP request header used by TAMECAT to transmit the random 16-char AES IV to the operator",high,INDA SpearSpecter (2025-11 / 2026-07)
string,#journey,"Telegram control keyword that sets/rotates the TAMECAT decryption key; any non-command message is executed as PowerShell",high,INDA SpearSpecter (2025-11 / 2026-07)
string,OutlookStandaloneUpdate,"Firebase Realtime Database path segment used by the Microsoft.bat availability beacon (per-host id)",medium,INDA SpearSpecter (2025-11 / 2026-07)
string,fhgPczTORoCNEDsm.txt,"Observed randomly-named in-memory loader payload file (name is regenerated per host; treat as a pattern, not a fixed IOC)",medium,INDA SpearSpecter (2025-11 / 2026-07)
regkey,HKCU\SOFTWARE\MSCore\config,"TAMECAT victim identifier stored in the registry (moved off %LOCALAPPDATA%\config.txt to reduce disk artifacts)",high,INDA SpearSpecter (2025-11 / 2026-07)
regkey,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\Renovation,"Run-key persistence launching every file in the IE List folder (v.bat -> in-memory PowerShell loader)",high,INDA SpearSpecter (2025-11 / 2026-07)
regkey,HKU\<SID>\Environment\UserInitMprLogonScript,"Logon-script persistence: value = conhost --headless C:\Users\Public\Microsoft.bat (Firebase beacon)",high,INDA SpearSpecter (2025-11 / 2026-07)
regkey,HKCU\Console\%Startup%,"DelegationConsole/DelegationTerminal set to {B23D10C0-E52E-411E-9D5B-C09DF709C7D} to force conhost hosting before the Run key fires",medium,INDA SpearSpecter (2025-11 / 2026-07)
path,C:\Users\Public\Microsoft.bat,"UserInitMprLogonScript beacon batch; GET/POST server-side timestamps to Firebase to signal host availability",high,INDA SpearSpecter (2025-11 / 2026-07)
path,%LOCALAPPDATA%\Microsoft\Windows\AutoUpdate\,"Directory holding the randomly-named .txt in-memory loader payload read via gcm i*x (Invoke-Expression)",high,INDA SpearSpecter (2025-11 / 2026-07)
path,%LOCALAPPDATA%\Microsoft\Internet Explorer\List\,"Folder enumerated by the 'Renovation' Run key at logon; holds v.bat",medium,INDA SpearSpecter (2025-11 / 2026-07)
note,"Network-service indicators decay quickly - Cloudflare Workers subdomains, Somee/Scalingo/Tebi hosts and Azion edge fronts are disposable. Re-validate before blocking, and do NOT block Cloudflare/Firebase/Telegram/Discord wholesale; hunt on the per-host behaviour and the AES key / Sec-Host header instead.",,high,Jarmi analysis 2026-07-27
