type,value,context,confidence,source
url,https://1a820b09-95ba-44eb-b350-417e8241b725-00-1lgwuuen9b77p.worf.replit.dev/download,Cluster 8 NimPlant-variant download URL,high,Talos clusters report
sha256,f6f8e0d790645395188fc521039385b7c4f42fa8b426fd035f489f6cda9b5da1,Cluster 5 AdaptixC2 implant 'systemd-resolved',high,Talos clusters report
sha256,02654acfb21f83485393ba8b14bd8862b919b9ec966fc6768f6aac1338a45ee8,Cluster 6 Sliver implant 'CWan',high,Talos clusters report
sha256,0ed72d52347bfe4a78afff8a6982a64050c8fc86d8957a20eeb3e0f3f5342ed0,Cluster 7 XMRig downloader script,high,Talos clusters report
sha256,96fc528ca5e7d1c2b3add5e31b8797cb126f704976c8fbeaecdbf0aa4309ad46,Cluster 7 XMRig sample,high,Talos clusters report
sha256,7aa88a64a527ade7d93c20faf23b54f2ee33ad9b1246cdc2f8ded2ab639affb1,Cluster 7 XMRig configuration file,high,Talos clusters report
sha256,0c87871642f84e09e8d3fb23ec36bf55601323e31151a7017a85dbec929cf15d,Cluster 8 NimPlant-variant backdoor 'agent1',high,Talos clusters report
sha256,18d77c9c5bbb5b9d5bdfd366fdfcf26bad9e64c63ca865fad711bcce8e3d5a80,Cluster 8 KScan/QScan scanning tool,high,Talos clusters report
sha256,d94f75a70b5cabaf786ac57177ed841732e62bdcc9a29e06e5b41d9be567bcfa,Cluster 9 gsocket binary,high,Talos clusters report
sha256,5bc5998161056b7c8f70c9724d8a63abc7ff8c3843b91c30cffab0899e39b7f8,Cluster 9 gsocket peer-secret file,high,Talos clusters report
sha256,b0f51b098842cd630097b462aab0ec357e2c7824af37cca6d08165265da2c2d3,Cluster 10 vManage credential extractor script (loot_run.sh),high,Talos clusters report
sha256,72f570ce97de3eaaffef33d90b0c337a153fc9690cc34ee207b557d868360060,Cluster 10 root-escalation check script,high,Talos clusters report
sha256,17302d903baf182f94dc3be40ab1e0874dd0eb2ec5255bf9131fd53591efe925,Cluster 10 root-escalation check script (alt),high,Talos clusters report
string,shadowcore,Custom TCP banner replacing the default 'AdapticC2 server' banner in Cluster 5 implants,high,Talos clusters report
string,20251117022131.jsp,Cluster 1 webshell filename (Tas9er Godzilla variant),high,Talos clusters report
string,conf.jsp,Cluster 2 webshell filename (Behinder Base64-only variant),high,Talos clusters report
string,sysv.jsp,Cluster 3 webshell filename (XenShell),high,Talos clusters report
string,sysinit.jsp,Cluster 3 follow-up webshell (Behinder),high,Talos clusters report
string,vmurnp_ikp.jsp,Cluster 4 webshell filename (Godzilla variant),high,Talos clusters report
note,Talos Snort SIDs for CVE-2026-20182: 66482-66483; for clusters: 66200-66201-66202 (Snort2) and 301461-301462-66252 (Snort3),Coverage reference,high,Talos clusters report
note,Cisco Catalyst SD-WAN ports: TCP/22 (SSH) TCP/830 (NETCONF) UDP/12346 (vdaemon DTLS control plane),Attack surface inventory,high,Rapid7 technical analysis
